,Name,Size,Shape,Dtype
843,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,1,"(1,)",float32
844,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,1,"(1,)",int64
845,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,352,"(1, 352)",int16
846,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,1,"(1,)",|S1
847,AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,1,"(1,)",int32
848,AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,1,"(1,)",int32
849,AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,1,"(1,)",int64
850,AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,1,"(1,)",float32
851,AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,1,"(1,)",float32
852,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,1,"(1,)",float32
853,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,1,"(1,)",float32
854,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,1,"(1,)",float32
855,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,1,"(1,)",int64
856,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,352,"(1, 352)",int16
857,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,1,"(1,)",|S1
858,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,1,"(1,)",float64
859,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,1,"(1,)",int32
860,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,5000,"(5000,)",float64
861,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,5000,"(5000,)",float64
862,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,1,"(1,)",int32
863,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,1,"(1,)",|S29
864,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay,1,"(1,)",int64
865,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime,1,"(1,)",int64
866,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName,100,"(100,)",|S17
867,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,100,"(100,)",|S16
868,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,1,"(1,)",int32
869,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,5000,"(5000,)",float64
870,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,5000,"(5000,)",float64
871,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,1,"(1,)",int32
872,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,1,"(1,)",|S29
873,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,1,"(1,)",int64
874,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime,1,"(1,)",int64
875,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,100,"(100,)",|S17
876,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,100,"(100,)",|S16
877,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,1,(),|S166
878,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead,1,"(1,)",int32
879,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,2000,"(2000,)",float64
880,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,2000,"(2000,)",float64
881,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,1,"(1,)",int32
882,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,1,"(1,)",|S29
883,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,1,"(1,)",int64
884,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime,1,"(1,)",int64
885,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,100,"(100,)",|S17
886,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,100,"(100,)",|S16
887,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,1,"(1,)",int64
888,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,768,"(768,)",float64
889,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,768,"(768,)",float64
890,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,442368,"(768, 576)",int16
891,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,1,"(1,)",int32
892,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,1,"(1,)",|S17
893,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,1,"(1,)",int64
894,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,768,"(768,)",float64
895,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,1,"(1,)",float64
896,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,100,"(100,)",|S45
897,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,100,"(100,)",float64
898,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,100,"(100,)",|S19
899,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,100,"(100,)",float64
900,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,1,"(1,)",int32
901,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,1,"(1,)",|S42
902,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,1,"(1,)",int64
903,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,1,"(1,)",int64
904,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,1,"(1,)",float64
905,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,1,"(1,)",int64
906,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,1,"(1,)",|S4
907,AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,1,(),|S166
908,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,100,"(100,)",|S18
909,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,100,"(100,)",float64
910,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,100,"(100,)",|S20
911,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,100,"(100,)",float64
912,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,100,"(100,)",|S55
913,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,100,"(100,)",float64
914,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,100,"(100,)",|S19
915,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,100,"(100,)",float64
916,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,100,"(100,)",|S16
917,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,100,"(100,)",float64
918,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,1,"(1,)",int64
919,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,3648,"(3648,)",float64
920,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,3648,"(3648,)",float64
921,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,1,"(1,)",int32
922,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,1,"(1,)",|S44
923,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,1,"(1,)",int64
924,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,1,"(1,)",int64
925,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,11,"(11,)",|S32
926,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,11,"(11,)",|S28
927,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,1,"(1,)",int32
928,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,1,"(1,)",int64
929,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,3648,"(3648,)",float64
930,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,3648,"(3648,)",float64
931,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,1,"(1,)",int32
932,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,1,"(1,)",|S43
933,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,1,"(1,)",int64
934,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,1,"(1,)",int64
935,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,11,"(11,)",|S32
936,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,11,"(11,)",|S28
937,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,1,"(1,)",int32
938,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,1,"(1,)",int64
939,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,1,"(1,)",int64
940,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,785,"(785,)",float64
941,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,785,"(785,)",float64
942,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,785,"(785,)",float64
943,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,785,"(785,)",float64
944,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,785,"(785,)",float64
945,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,1,"(1,)",int32
946,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,1,"(1,)",|S17
947,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,1,"(1,)",int64
948,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,100,"(100,)",|S1
949,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,100,"(100,)",|S1
950,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,1,"(1,)",int32
951,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,1,"(1,)",int64
952,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,1,"(1,)",int64
953,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,785,"(785,)",float64
954,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,785,"(785,)",float64
955,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,785,"(785,)",float64
956,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,785,"(785,)",float64
957,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,785,"(785,)",float64
958,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,1,"(1,)",int32
959,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,1,"(1,)",|S17
960,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,1,"(1,)",int64
961,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,100,"(100,)",|S1
962,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,100,"(100,)",|S1
963,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,1,"(1,)",int32
964,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,1,"(1,)",int64
965,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,1,"(1,)",int64
966,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,785,"(785,)",float64
967,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,785,"(785,)",float64
968,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,785,"(785,)",float64
969,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,785,"(785,)",float64
970,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,785,"(785,)",float64
971,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,1,"(1,)",int32
972,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,1,"(1,)",|S17
973,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,1,"(1,)",int64
974,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,100,"(100,)",|S1
975,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,100,"(100,)",|S1
976,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,1,"(1,)",int32
977,AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,1,"(1,)",|S26
978,AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,1,"(1,)",|S5
979,AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,1,"(1,)",int32
980,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,2,"(2,)",int32
981,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,2,"(2,)",int32
982,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,1,"(1,)",int16
983,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,1,"(1,)",int16
984,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,1,"(1,)",float32
985,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,1,"(1,)",float32
986,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,1,"(1,)",float32
987,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,1,"(1,)",float32
988,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,1,"(1,)",float32
989,AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,1,"(1,)",int16
990,AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,1,"(1,)",|S26
991,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,1,"(1,)",|S1
992,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,1,"(1,)",|S1
993,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,1,"(1,)",int32
994,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,1,"(1,)",int32
995,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,32,"(32,)",int32
996,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,32,"(32,)",int32
997,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,1,"(1,)",int16
998,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,1,"(1,)",int16
999,AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,1,"(1,)",int32
1000,AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,1,"(1,)",float32
1001,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,1,"(1,)",float32
1002,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,1,"(1,)",float32
1003,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,1,"(1,)",float32
1004,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,1,"(1,)",float32
1005,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,1,"(1,)",float32
1006,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,1,"(1,)",int32
1007,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,1,"(1,)",int32
1008,AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,1,"(1,)",float32
1009,AwakeEventData/TT41.BPM.412343/Acquisition/horPos,12,"(12,)",float32
1010,AwakeEventData/TT41.BPM.412343/Acquisition/posOK,1,"(1,)",NULL
1011,AwakeEventData/TT41.BPM.412343/Acquisition/sigma,12,"(12,)",int32
1012,AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,1,"(1,)",float32
1013,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,1,(),bool
1014,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,1,"(1,)",int32
1015,AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,1,"(1,)",float32
1016,AwakeEventData/TT41.BPM.412343/Acquisition/verPos,12,"(12,)",float32
1017,AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,1,"(1,)",float32
1018,AwakeEventData/TT41.BPM.412345/Acquisition/horPos,12,"(12,)",float32
1019,AwakeEventData/TT41.BPM.412345/Acquisition/posOK,1,"(1,)",NULL
1020,AwakeEventData/TT41.BPM.412345/Acquisition/sigma,12,"(12,)",int32
1021,AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,1,"(1,)",float32
1022,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,1,(),bool
1023,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,1,"(1,)",int32
1024,AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,1,"(1,)",float32
1025,AwakeEventData/TT41.BPM.412345/Acquisition/verPos,12,"(12,)",float32
1026,AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,1,"(1,)",float32
1027,AwakeEventData/TT41.BPM.412347/Acquisition/horPos,12,"(12,)",float32
1028,AwakeEventData/TT41.BPM.412347/Acquisition/posOK,1,"(1,)",NULL
1029,AwakeEventData/TT41.BPM.412347/Acquisition/sigma,12,"(12,)",int32
1030,AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,1,"(1,)",float32
1031,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,1,(),bool
1032,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,1,"(1,)",int32
1033,AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,1,"(1,)",float32
1034,AwakeEventData/TT41.BPM.412347/Acquisition/verPos,12,"(12,)",float32
1035,AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,1,"(1,)",float32
1036,AwakeEventData/TT41.BPM.412349/Acquisition/horPos,12,"(12,)",float32
1037,AwakeEventData/TT41.BPM.412349/Acquisition/posOK,1,"(1,)",NULL
1038,AwakeEventData/TT41.BPM.412349/Acquisition/sigma,12,"(12,)",int32
1039,AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,1,"(1,)",float32
1040,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,1,(),bool
1041,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,1,"(1,)",int32
1042,AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,1,"(1,)",float32
1043,AwakeEventData/TT41.BPM.412349/Acquisition/verPos,12,"(12,)",float32
1044,AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,1,"(1,)",float32
1045,AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,12,"(12,)",float32
1046,AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,0,"(0,)",NULL
1047,AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,12,"(12,)",int32
1048,AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,1,"(1,)",float32
1049,AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,1,(),bool
1050,AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,1,"(1,)",int32
1051,AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,1,"(1,)",float32
1052,AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,12,"(12,)",float32
1053,AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,1,"(1,)",float32
1054,AwakeEventData/TT41.BPM.412351/Acquisition/horPos,12,"(12,)",float32
1055,AwakeEventData/TT41.BPM.412351/Acquisition/posOK,1,"(1,)",NULL
1056,AwakeEventData/TT41.BPM.412351/Acquisition/sigma,12,"(12,)",int32
1057,AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,1,"(1,)",float32
1058,AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,1,(),bool
1059,AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,1,"(1,)",int32
1060,AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,1,"(1,)",float32
1061,AwakeEventData/TT41.BPM.412351/Acquisition/verPos,12,"(12,)",float32
1062,AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,1,"(1,)",float32
1063,AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,12,"(12,)",float32
1064,AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,0,"(0,)",NULL
1065,AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,12,"(12,)",int32
1066,AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigmaAvePos,1,"(1,)",float32
1067,AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,1,(),bool
1068,AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,1,"(1,)",int32
1069,AwakeEventData/TT41.BPM.412351_HF/Acquisition/verAvePos,1,"(1,)",float32
1070,AwakeEventData/TT41.BPM.412351_HF/Acquisition/verPos,12,"(12,)",float32
1071,AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,1,"(1,)",int32
1072,AwakeEventData/TT41.BTV.412350/Acquisition/acqDesc,1,"(1,)",|S7
1073,AwakeEventData/TT41.BTV.412350/Acquisition/acqMsg,1,"(1,)",|S2
1074,AwakeEventData/TT41.BTV.412350/Acquisition/acqState,1,"(1,)",int32
1075,AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,1,"(1,)",|S26
1076,AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,1,"(1,)",float64
1077,AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,1,"(1,)",float64
1078,AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,1,"(1,)",float64
1079,AwakeEventData/TT41.BTV.412350/Acquisition/beamID,1,"(1,)",int32
1080,AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset,1,"(1,)",int16
1081,AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,1,"(1,)",int16
1082,AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_min,1,"(1,)",int16
1083,AwakeEventData/TT41.BTV.412350/Acquisition/cameraSwitch,1,"(1,)",int32
1084,AwakeEventData/TT41.BTV.412350/Acquisition/cameraZoom,1,"(1,)",int32
1085,AwakeEventData/TT41.BTV.412350/Acquisition/cycleTime,1,"(1,)",|S26
1086,AwakeEventData/TT41.BTV.412350/Acquisition/descSet1,1,"(1,)",|S21
1087,AwakeEventData/TT41.BTV.412350/Acquisition/descSet2,1,"(1,)",|S19
1088,AwakeEventData/TT41.BTV.412350/Acquisition/deviceName,1,"(1,)",|S15
1089,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect,1,"(1,)",int32
1090,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelectStr,4,"(4,)",|S9
1091,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_max,1,"(1,)",int32
1092,AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_min,1,"(1,)",int32
1093,AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp,1,"(1,)",int16
1094,AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_max,1,"(1,)",int16
1095,AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_min,1,"(1,)",int16
1096,AwakeEventData/TT41.BTV.412350/Acquisition/leftBottomReference,2,"(2,)",int16
1097,AwakeEventData/TT41.BTV.412350/Acquisition/leftTopReference,2,"(2,)",int16
1098,AwakeEventData/TT41.BTV.412350/Acquisition/mire,1,"(1,)",int32
1099,AwakeEventData/TT41.BTV.412350/Acquisition/nbAcq,1,"(1,)",int32
1100,AwakeEventData/TT41.BTV.412350/Acquisition/nbDataSets,1,"(1,)",int32
1101,AwakeEventData/TT41.BTV.412350/Acquisition/nbGates,1,"(1,)",int32
1102,AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet1,1,"(1,)",int32
1103,AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet2,1,"(1,)",int32
1104,AwakeEventData/TT41.BTV.412350/Acquisition/observables,1,"(1,)",int32
1105,AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet1,4,"(4,)",float64
1106,AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet2,4,"(4,)",float64
1107,AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet1,1,"(1, 1)",float64
1108,AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet2,1,"(1, 1)",float64
1109,AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet1,4,"(4,)",float64
1110,AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet2,4,"(4,)",float64
1111,AwakeEventData/TT41.BTV.412350/Acquisition/planeSet1,1,"(1,)",int32
1112,AwakeEventData/TT41.BTV.412350/Acquisition/planeSet2,1,"(1,)",int32
1113,AwakeEventData/TT41.BTV.412350/Acquisition/positionSet1,1,"(1,)",float64
1114,AwakeEventData/TT41.BTV.412350/Acquisition/positionSet2,1,"(1,)",float64
1115,AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet1,400,"(1, 400)",float64
1116,AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet2,300,"(1, 300)",float64
1117,AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet1,400,"(1, 400)",float64
1118,AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet2,300,"(1, 300)",float64
1119,AwakeEventData/TT41.BTV.412350/Acquisition/propType,1,"(1,)",int32
1120,AwakeEventData/TT41.BTV.412350/Acquisition/rightBottomReference,2,"(2,)",int16
